1975294942,1975314165
1975293564,1975311909
1975308386,1975306606
1975316261,1975288103
1975313369,1975283907
1975311787,1975308997
1975289410,1975313784
1975287347,1975297611
1975288333,1975308527
1975297220,1975290045
1975300746,1975289319
1975297878,1975299448
1975303842,1975284290
1975291436,1975291415
1975315397,1975311883
1975295588,1975304596
1975295267,1975294903
1975284429,1975307951
1975309087,1975291307
1975293688,1975287188
1975303936,1975297279
1975310482,1975315640
1975303914,1975303554
1975304944,1975315716
1975309838,1975286526
1975285996,1975314741
1975285021,1975290813
1975312624,1975311491
1975297794,1975284811
1975310160,1975295104
1975285200,1975306366
1975311069,1975286340
1975294969,1975285172
1975314359,1975287495
1975309762,1975288412
1975284834,1975305870
1975314163,1975314104
1975305500,1975304330
1975298259,1975313120
1975290222,1975309373
1975301203,1975285259
1975285762,1975300894
1975286922,1975311114
1975311540,1975310655
1975315809,1975299605
1975307499,1975288109
1975313040,1975295946
1975285290,1975291671
1975290569,1975310707
1975302882,1975301939
1975290674,1975285384
1975292299,1975313246
1975285529,1975302005
1975310834,1975294979
1975283684,1975308700
1975295189,1975285821
1975288134,1975287966
1975314861,1975310656
1975291321,1975303382
1975305931,1975284981
1975312168,1975302951
1975314342,1975284708
1975300075,1975294456
1975295348,1975297623
1975304185,1975312252
1975301623,1975293116
1975306841,1975299383
1975303322,1975316300
1975316186,1975307454
1975308732,1975296234
1975313412,1975286206
1975290956,1975290190
1975289166,1975291199
1975294358,1975296610
1975292306,1975316010
1975291740,1975293164
1975299517,1975315209
1975297065,1975287918
1975287755,1975312655
1975304674,1975286346
1975285235,1975309400
1975297694,1975289898
1975291422,1975311729
1975289783,1975294367
1975300510,1975291931
1975315234,1975305481
1975286045,1975304012
1975298811,1975307190
1975315667,1975304823
1975310180,1975298382
1975293181,1975296013
1975315088,1975300718
1975316106,1975304516
1975288603,1975289491
1975293975,1975292695
1975294109,1975310650
1975307037,1975302286
1975311998,1975309893
1975285097,1975300671
1975306508,1975297441
