3.745401188,1
9.507143064,1
7.319939418,1
5.986584842,1
1.560186404,1
1.559945203,0
0.580836122,0
8.661761458,1
6.011150117,1
7.080725778,1
7.851759614,1
1.996737822,1
5.142344384,1
5.924145689,1
0.464504127,1
6.075448519,1
1.705241237,1
0.65051593,1
9.488855373,1
9.656320331,1
8.083973481,1
3.046137692,1
0.97672114,0
6.842330265,1
4.401524937,1
1.220382348,1
4.951769101,1
0.343885211,1
9.093204021,1
2.587799816,0
6.625222844,1
3.117110761,0
5.200680212,1
5.467102793,1
1.848544555,1
9.695846278,1
7.751328234,1
9.394989416,1
8.948273504,1
5.978999788,1
9.21874235,1
0.884925021,1
1.959828624,1
0.452272889,1
3.253303308,0
3.886772897,1
2.713490318,1
8.287375092,1
3.567533267,1
2.809345097,1
5.426960832,1
1.40924225,1
8.021969808,1
0.745506437,0
9.868869366,1
7.722447693,1
1.987156815,1
0.055221171,1
8.154614285,1
7.068573438,1
7.29007168,1
7.712703467,1
0.740446517,1
3.584657285,1
1.158690595,1
8.631034259,1
6.232981268,1
3.308980249,1
0.635583503,0
3.109823217,1
3.25183322,1
7.296061783,1
6.375574714,1
8.872127426,1
4.722149252,1
1.195942459,0
7.132447872,1
7.607850486,1
5.612771976,1
7.7096718,1
4.937955964,1
5.227328294,1
4.275410184,1
0.254191267,0
1.07891427,1
0.314291857,0
6.364104113,1
3.143559811,1
5.085706912,1
9.075664739,1
2.492922291,1
4.10382923,1
7.555511385,1
2.287981655,1
0.769799098,0
2.897514529,1
1.612212873,0
9.296976523,1
8.081203796,1
6.334037565,1
8.714605902,1
8.036720769,1
1.865700589,1
8.925589985,0
5.393422419,1
8.074401552,1
8.960912999,1
3.18003475,1
1.100519245,1
2.279351625,1
4.271077886,1
8.180147659,1
8.607305833,1
0.069521305,1
5.107473026,1
4.174110031,1
2.221078105,0
1.198653673,1
3.376151714,0
9.429097039,1
3.23202932,1
5.187906217,1
7.030189589,1
3.636296024,1
9.717820827,1
9.624472949,1
2.517822958,1
4.972485059,1
3.008783098,1
2.848404944,1
0.368869474,1
6.09564334,1
5.026790232,1
0.514787512,0
2.786464642,1
9.08265886,1
2.395618907,1
1.448948721,1
4.894527603,1
9.856504541,1
2.420552715,1
6.721355474,1
7.616196153,1
2.37637544,1
7.282163486,1
3.677831327,1
6.323058306,1
6.335297108,1
5.357746841,1
0.902897701,1
8.353024956,1
3.20780065,1
1.865185104,1
0.407751416,0
5.908929432,1
6.775643618,1
0.165878289,0
5.120930583,1
2.264957752,1
6.451727904,0
1.74366429,0
6.909377381,1
3.867353463,1
9.367299887,1
1.375209441,0
3.410663511,0
1.134735212,1
9.246936183,1
0.931027678,1
8.97215758,1
9.004180572,1
6.331014573,1
3.39029791,0
3.492095746,1
7.259556789,1
8.9711026,1
8.870864243,1
7.798755459,1
