11,9
17,18
5,6
17,20
23,6
15,18
7,26
21,21
10,23
12,25
27,24
10,32
16,16
22,12
25,14
26,16
32,19
36,28
16,29
22,25
32,18
31,23
39,34
22,21
41,21
23,45
22,39
33,40
41,31
43,38
30,40
46,36
37,32
51,53
44,47
48,44
38,54
41,40
43,57
44,42
56,53
50,38
49,49
59,54
49,43
63,62
63,56
45,57
61,53
54,51
70,52
61,61
67,73
67,54
70,67
63,54
74,66
59,55
72,69
73,77
74,69
58,68
80,80
69,66
83,79
85,77
78,87
77,70
75,80
75,76
85,69
84,87
79,85
71,87
73,95
88,94
94,79
88,88
93,92
78,89
100,97
87,90
84,101
101,85
98,98
83,82
87,94
84,94
106,105
95,90
96,100
95,91
106,110
97,111
102,92
107,100
95,101
94,99
107,109
106,100
116,111
107,121
98,118
119,109
124,117
121,116
112,119
121,110
112,112
124,127
111,107
117,108
121,110
113,120
126,131
112,119
113,124
123,124
115,118
117,136
135,130
130,142
124,141
137,128
142,136
132,130
141,133
126,128
143,142
142,138
149,141
147,150
128,144
134,154
132,155
147,146
142,139
156,157
156,150
146,139
153,147
146,140
151,157
146,163
152,162
145,147
146,164
164,160
157,167
162,154
160,152
153,148
166,160
149,173
153,153
158,168
171,174
171,177
173,178
163,172
168,170
166,170
171,163
162,164
169,182
163,178
169,166
173,164
165,173
182,166
169,176
172,177
177,177
182,190
178,172
181,194
184,186
177,176
196,196
176,179
188,196
188,202
182,180
182,201
181,197
200,205
204,186
205,205
195,197
192,189
194,190
204,188
201,194
195,213
210,197
194,213
200,205
197,217
207,214
201,200
